high_taminarian_group = {
	graphical_cultures = {
		byzantine_group_coa_gfx
		western_coa_gfx
		mediterranean_building_gfx
		northern_clothing_gfx
		northern_unit_gfx
	}
	mercenary_names = {
		{ name = "mercenary_company_geezan_company" }
		{ name = "mercenary_company_tigrayit_band" }
	}
	old_obish = { # splits into Kal'Obish ##Colovian## Novar'Tali ##Nibenese## and Vayr'Obish ##Imperial## by 936
		color = { 71 86 71 }

		cadet_dynasty_names = {
			Liknyashur Liknyikya Liknyirhya Liwergyer Lokpai LO_po LopO_n Ludrub Luje Lurab Lutsen Mabu Mangke Marpo
			Martang Mebar Meka Meri Merutse MilU_samlek Mikmar Milwo Mra Mrabon Mranyite Mrawa Mucho MukhO_ Mukhung
			Mulakhung Mumar Muwer Muwernor Namdak Namje Namse Nangwa Nangzher Naro Nor Norgyi O_kar
			O_sel Pebon Pholha Pung Rabtson Rakhuk Salwa Sangjo Sangpo Sangto Sehrigyer Senggetram Shebu Shele
			Shelgyung Shenlha Shenpa Shenrab Sridpa Takla Takma Thenwa Thipang ThokgO_ Thoktse Thuchen Tobchen
			Tonggyung TO_npa TraphU_ TrideiO_po Tridem Trimen Triwer Troto Tsepo Wal Werya Yangje Yidring Zache
			Zijid Zingkye Zingpa Zutse
			# Khanty Names
			Andyamo Arnaz Arti Artis Arvo Aymort Azeg Biur Biyar Burmort Chichayka Chuga Dergun Deryab Dobrinya Dokya Dondy Gazheg Hulyen Inzhay Irter Lyneg Lysko Kezhapa Kezhay Kezhedey
			Kezhevat Kichay Koksha Kuaz Kudym-Osh Kya Kyldysin Malyaka Malyy Meltsayka Mosheg Nalka Nuyaksha Nuyanza Nuyat Nydog Nylog Odeg Onika Osh Oshmar Oshypel Ovtay Ozheg Ozhmeg
			Pakstyan Paksyay Paksyut Parush Pivtsay Pokshayka Putyayka Pyera Rateg Rayda Sarin Sektev Setyamka Shindyay Shypicha Shyrpuzh Spira Syrka Tikshayka Tuhan Tyueykezhut
			Tyutyuk Tugan Turush Uchva Varaka Vechkas Velmayka Virdyan Viryas Viryay Vokan Yirkap Ylvan Zarny Zhebeg Zhuneg Zyryan
			# Laktan Names
			Chilbu Aepak Asalup Asep Atrak BO_nek Bachman Begluk Blush Bonyak Borch Eldechyuk Etrek Girgen Gzi Itlar Ituk KO_nC_ek Kobyak Kopti Kotyan Koza
			Kozel Kubasar Kuntuvdi Kutan Pulad Saru Sevench Sirchan Sokal Sotan Sugr TO_rtogul Togli Tolun Tugor Uzluk Uzur
			# Kirghiz names
			Chilbu Adilet Aibek Aepak Asalup Asep Atrak BO_nek Bachman Barsbeg Begluk Blush Bonyak Borch Eldechyuk Etrek Girgen Gzi Itlar Ituk Jaglaqar Jyrgal
			KO_nC_ek Kobyak Kokotoy Kopti Kotyan Koza Kozel Kubasar Kuntuvdi Kutan Manas Pulad
			Saru Seitek Semetei Sevench Sirchan Sokal Sotan Sugr Sukhrab TO_rtogul Taalay Tardush Togli Tolun Tugor Uzluk Uzur Zhyrgal
			# All names random order
			Valandrus Thipang Chilbu Itius Labchen Shypicha Plautisanus Pethion Ovtay Narsai Babwahi Dadisho Allian Valus Pakstyan Luven Nahor Ventilias Diklah Dzomar Girgen Vinnus Janius Rateg Uzluk Yunanis Bremman Bruscus Troto
			Venarus Taminal Jano Trebonius Ahha Chuma KO_nC_ek Fortis Ahai Tamuza Augurius Zhyrgal Gallinius Emmanuel Paolus Domitius Zelanus Sami Dobrinya Statius Vitrus Shemaiah Kezhay Sugr Shenpa Varius Corpulus Jak Azeg
			Nicolas Corrudus Synnolian Gian Ennodius Macabee Fluvius Isaiah Dangwa Senggetram Spira Zechariah Gregorius Sorexius Habakkuk Mranyite Dimi Salu Togli Chadlai Marabokht Compicius Lazarz Ashur Shenrab Shalmai Kotyan
			Harachipar Salwa Babaeus Kyeshe Shama Salanus Roderic Pebon Gavros Shenlha Carius Micah Gratian Uriel Galtus Hareld Mus Likmigyal Tomarsa Audens Trenus Hanani Tininnus Salvianus Israel Kozel Bassianus Toba Canctunian 
			Babowai Elihu Mebar Lurio Tugan Aibek Adlai Zingkye Luje Cosmus Idan Ezekiel Demdruk Samuel Mabu Setyamka Duddul Ormellius Philius Lamech Processus Avira Agabus Tardush Orland Judas Veranus Vantustius TO_rtogul Jonah
			Achan Dunius Cicero Aebondeius Marius Vokan Lazarus Sextus Thuchen Wal Trimen Ashtus Dunanu Nirtunus Giovanni Chozai Contumeliorus Varus Strillian Orinthus Martio Appius Clasomo Ilend Jadier Iocundus Contar Tullius 
			Mero Milwo Berkya Zerika Stantus Vlanhonder Abahu Taurinus Todos Yohannan Kalarasa Silus Petronius Dergun Toutius Arius Tuhan Rahim Cavortius Tiv Caius Justicius Arvo Sigilis Draktsubkye Sektev Januarius Pustula
			Audenian Yangje Kuchi Saba Ezra Quentinius Syrka Amantius Celag Larus Sabba_e Ta_mhas Medad Glenroy Bar_Tolmai Tasellis Bachman Tridem Murudius Noster Nangwa MukhO_ Carolus Telrav Saenus Falco Salano LopO_n Surus Dud
			Benunius Denha Tappius Arnaz Gyung Nalka Septimus Manahen Plautus Ilav Yousef Chunya Etrek Saru Tolmai Caecilus Lyneg MilU_samlek Postius Naro Leontius Gerich Muna Sehrigyer Taddai August Gad Reman Chunmardang Jehu
			Gyalwa Shebu Nigidius Attelivupis Pholha Ituk Varaka Azariah Nangzher Osh Velwyn Magna Zyryan Savio Katsiu Stentus Lucan Abba Arentus Artis Haggai Martang Flaminius Apelles Zingpa Corvus Accalia Sevench Qayyoma
			Auiphion Gemellus Aberius Shele Gyer Baro Aretino Putyayka Damitheke Granius Rufinus TO_npa Pulad Qaligh Luspinian Servius Pilper Bar_Abba Vantus Daniel Agrius Marpo Aggai Floveran Timai Bar Malpenix Manilian Atrak 
			ThokgO_ Darius Ma_na Orthus Natalinus Metilius Chaero Tavi Hrido Nur Scelian Quan Gorag Cyronin Tonggyung Liknyashur Hieronymus Varian Eldad Kyldysin Barba_shimin Atrius Kyabpai Oritius Akh_es_Samain Justianas Mallus
			Olvus Sorex Ignatius Ennis Otho Sulinus Phrastus Parush TrideiO_po Martinus Nuyaksha Viryas Nebuchadnezzar Surin Zephaniah Jyrgal Kokotoy Pelinal Feristyr Constans Tabbai Shahlufa Burmort Severio Grwgari Linus Brucus
			Talya Marcius Durshen Yeshua Severinus Marsus Pixot Silas Biyar Inius Koza Oran Cordius Raxle Seitek Verulus Rubil Averio Reburrus Sabr_Ishu Akha_d_abuh Mahum Dikla Aquila Danus Afer Paksyut Caitarius Iulus Talmai 
			Sanctius Nehor Kubasar Hrista Maremmeh Savilian Mattius Ylvan Saulius Tulmay Uzur Abdima Lutsen Pius Rufrius Sava Rielus Yosip Ila Nemus Barsbeg Andyamo Antonius Paratus Tyueykezhut Sukhrab Viator Mulnus Abgar Kezhapa
			Adonato Lurab Laelius Gyungyar Chama Florus Cadwell Asep Nuyat Lebbaeus Denel Avahu Jaretius Quentin Tyronius Crispus Mrawa Capiton Dokchen Ancurio Abayi Novatus Malyy Chuga Ris Mercuro Eldechyuk Gazheg Muwer Zarny 
			Melus Tikshayka Nolus Ontus Scipion Castellan Borch Jirolin Ahijah Kaiapha Ariulcabor Tolun Pinarus Zache Nydog Crispinus Shelgyung Velmayka Inzhay Raziel Isaac Bonyak Drenpa Asalup Gzi Shindyay Kutan Achina Shovai
			Rogatus Nahur Micaiah Ovidius Carusian Esdrufus Werya Tam_as Foma Moses Kunla Graccus Itlar Cimber Primo Hosea Dokya Valton Petuel Liguro Pivtsay Liknyirhya Sangto Maxilien Cimbar Cosh Abaye Ya_qob Tsepo Karna Malachi 
			Abris Baszone Iulianus Albecius Celsus Addai Begluk Montanus Stlubo Teldius Kichay Shraga Turush Nero Justino Iulius Iddo Segunivus Saprius Clementus BO_nek Hirrus Clibergus Verel Langboche Aunius Aerin Crottus Lazaro
			Plautis Letreius Shafer Ravo Abimalek Muwernor Ilnori Vechkas Jaras Scarius Collatinus Berich Luther Fralav Rakhuk Silius Pappa Vinice Bar_Talmai Nullius Miles Shila Mumar Ozheg Babai Otius Ganciele Moqli Medallus
			Tractus Alethius Martialis Somutis Solomon Carnius Varen Tugor Kopti Enoch Dyus Ormax Merutse Cunius Oded Maro Nepas Cidius Tyranus Eburris Humilis Sheraga Nehorai Shem_on Vontus Idra Enosh Sirollus ChimetsukphU_ 
			Nuyanza Plitinius Garrus Laythe LO_po Lupandinus Lazare Tinus Aymort Amos Ildogesto Deryab Kastav Vasesius Koksha Nechunya Gawagye Lysko Laszio Lucien Tobchen O_sel Yirkap Octavimus Furius Gurser Kezhevat Marinus 
			Bruscius Nahir Adilet Valgus Jacob Oshmar Tienius Adventus Asa Likmur Abdisho Kezhedey Nitterius Mikha_il Nerus Tavish Joshua Vertilvius Arrinis Nylog Sliba-zkha Larisus Fabius Justicus Lucretinaus Meri Calvario Arti 
			Haderus Tam Sirchan Codus Chanin Joofy Lucius Nepicius Kaslowyn Aloys Raca Cavorus Helvo Zhebeg Helvius Caiaphas Fabricius Elisha Taalay Liwergyer Clagius Liodes Rayda Mecilvus Cassius Depusanis Constantius Lerexus
			Yidring Norgyi Kelaya Moris Masque Gadayn Joseph Agapius Sabrisho Turedus Varo Falx Avda Florentius TraphU_ Antus Kuntuvdi Tertullian Glallian Tahm Namanian Levus Maluch Semetei Yanai Amiel Maadai Guwer Sangpo 
			Jaglaqar Pelagius Lulius Shammai Sokal Zeno Cephas Margus Arcturus Belisarius Philip Aquillius Paul Saul Hripa Impudius Giwargis Chirum Tutorius Dion Clopas Ananias Lakring Crulius Porcius Shamir Th_amhais Eliezer
			Joel Dirge Durus Adrian Hark Meltsayka Musius Casta Liknyikya JO_nwa Cartrus Surius Uriah Uchva Thoma Verro Gideon Vitellus Aqib_Alaha Marcurio Onika Tacitus Raz Arlowe Viro Mrabon Tevis Bendu Terenus Quintus Blush 
			Rexus Blandus Brielus Khyabpa Menien Desideratus Oshypel Octarianus Livius Obadiah Titus Virdyan Murberius Irlav Adonatus Simeon Reberio Shai Dakhor Vyric Varnius Claudius Coirtene Tersius Piner Javad Lorgren Amminus 
			Seliulus Kudym-Osh Dexion Sawma Salanius Paulinius Pavo Cephus Job Makkikha Dinkha Saevus Vlanarus Aspridus Hanina Gaius Mosheg Larje Duvianus Vala John Natch Carodus Lokpai Rabtson Maccabee Elijah Senilias Sridpa 
			Namje Avina Takla Iratian Artus Bruccius Fadus Lupius Pokshayka Nermus Petros Jeremiah Saad Mercator Paratius Shyrpuzh Draninus Chinena Pyera Trano Eliya Ukba Visetus Tiburtius Adamus Paksyay Zedrick Talia Marcellinus
			Volgo Molvirian Aaron Likmikya Thalanius Aepak Shahdost Pilus Nazuk Septius Sylvian Savlian Niv Aurius Mallius Sergius Sergus Absolon Janus David Takma Acacius Ley Priscus Kyile Jonus Drusus Coris Sarin Ertius 
			Malintus Samal Abaya Donus Bar_Timai Pitro Percius Severius Atimuwer Ferrus Sulla Thoktse Namse Ludrub Betto Raminus Vitus Sangjo Biur Carmalo Ticemius Donla Maxim Burcanius Jiv Avdimi Crassius Zijid Triwer Beldorr
			Kobyak Ancus Varinus Natalo Leono Zutse Bustan Mangke Sagi Hasphat Fabio Lampa Nun Thenwa Naspis Meka Rachim Bar_Nabha Hulyen Gyerpung Sergianus Gyerme Dobias Kuaz Nemesianus Lazar Sabinus Sotan Gualtierus Artorius
			Isho_yahb Terek Chichayka Gregory Roliand Strilian Mukhung Taliah Andreas Vontan Pung Zhuneg Procyon Corloius Eduard Gellius Isho Crito Clecentor Panundus Bacola Mulakhung Tyutyuk Kantav Sauleius Aba Mucho Abraham 
			Decius Nonus Velan Calvus Targhal Regulus Lazer Fagus Brotch Abnur Malyaka Melchizedek Tauma Azai Vibius Ozhmeg Scaevola Vodunius Hnanisho Noah Arrianus Lazaros Viryay Vandorallen Gergio Tyrellius Servatius Proventus
			Raka Steffan Mikmar Fandus Sima Velus Tertius Namdak Farbokht Larrius Valentinus Decalus O_kar Wulf Ahadabui Valvius Astius Abrisius Viranus Nathan Nrio Iniel Avdima Nor Chanina Xander Sabah Caccian Denpar Rimalus 
			Herdir Kyichuk Hozai Aventus Jesan Irter Jahaziel Yahballaha Mra Damshe Lurius Chaninai Langley Gallus Pennus Decanus Dondy Odeg Martin Sitialius Cocistian Azshalku Calixto Samiy Vlarimil Decentius Rallus Perenius 
			Sellus Kya GO_war Aetis Sargis Mari Frinnius Crescius Matus Imus Manas
		}
		female_names = { #
			Lepida Horatia Catina Hostia Jena Alessia Avita Camilla Ida Jena Selene Salonia Cassia Adraria Agrippina Ahetotis Alcedonia Apronia Arenara Audania Blatta Cania Canodia Catia Cinda Cinia Clilias Coventina Craetia Eloe 
			Emelia Eponis Ettiene Fallaise Fammana Fentula Flacassia Flaenia Fralvia Fruscia Gaea Germia Horulia Idonea Isobel Ladia Lalaine Lalatia Larienna Lassinia Laurina Leone Livia Lunia Maesa Marara Moria Nebia Pallia 
			Pania Pelena Pellecia Peregrina Pritia Raesa Ruccia Sabrina Sarmosia Selvia Severa Severia Solea Syloria Thraccenia Vala Vianis Viatrix Viccia Vilbia Volrina Aia Ariela Arnora Arriana Astia Astinia Augusta Aviera 
			Avresa Britta Bronsila Buntara Caelia Caldana Cargas Carmana Casta Caula Ciirta Dumania Dynari Erina Etira Faustina Gruiand Herminia Isa Ita Janonia Jantus Jastia Jastira Javolia Julitta Lenka Lucina Lyra Marana 
			Mariana Marlena Martina Millona Narina Naspia Perennia Pista Praxedes Rena Renee Restita Romana Rona Rosentia Rusia Salonia Schlera Selena Sibylla Silana Simplicia Tertia Una Viera Vilena Vinicia Ysabel Adelaisa 
			Adrianne Aia Alessandra Alexia Arcadia Camilla Carlotta Constance Edda Ganna Gemma Gianna Gilfre Illia Indara Larina Leonara Lucia Mila Pantea Raen Ria Safia Silana Silvia Sosia Valga Vex Vigdis Viola Vittoria Accalia
			Aconia Aemilia Alcedonia Alessandra Alexia Aloisia Amanda Amandia Amia Annia Anodia Apphia Arria Asirel Astara Atia Augustina Aventina Aviera Avita Bellona Blatta Brittia Caecilia Caesina Caesonia Caledonia Canodia 
			Candria Cania Cardea Carina Carlotta Cassia Cassipia Caula Celina Ciceri Ciirta Cinia Cloelia Comilla Constantina Coventina Damyra Darvala Denisa Dinia Domitiana Drusilla Dulcilla Dumania Duras Duvia Edana Edwina 
			Elianna Elianne Elska Enganna Engannas Eponis Etira Euraxia Faltonia Famia Farida Fausta Felixa Felra Finia Flacassia Florentia Fortunata Fralvia Fruscia Gaea Galeria Ganna Gemma Gemmia Gnaea Gratidia Helena Helvia 
			Herminia Hestra Hilora Holli Honorata Honoria Horonna Horulia Hyponea Idessa Idessia Idonea Ilfras Infrasia Iocani Itinia Janieta Janta Jastia Jera Jerae Jerina Julia Julitta Juna Justa Justina Justinia Kaie Kerelia 
			Kirandas Kyleus Ladia Lalaine Laurentia Laurina Lavinia Laytiva Lekellae Leona Leta Libertas Licinia Linia Livia Luca Lucia Luciana Lucina Lucinia Lucretia Lusilla Lyra Maera Magna Marama Marenia Marina Marja Martina 
			Maxima Meluse Micella Midaras Ministe Mirona Moria Naissa Nari Nebia Octavia Orendra Oriandra Orneldas Pallia Pania Patia Pelona Perennia Phedra Phedre Pinarus Pista Pladina Plexica Porcia Portia Pritia Pudentia
			Pulcheria Regine Quintia Rafora Rasala Rilia Rona Sabenda Safia Sandana Sarmosia Selene Senna Septima Severa Severia Shekestra Siladia Slera Sonolia Sosea Tacita Talia Terari Terendras Terran Tertia Thisa Thorasa Tia
			Urania Vacia Vala Valencia Valentina Vaneria Varandia Varilia Varina Varinia Vastae Ventitia Veresa Vesta Viatrix Vicca Viccia Vilbia Vilena Vinicia Viola Vistilia Vita Vitelia Vitellia Vodiaka Volcatia
			# Prophet names
			Deborah Huldah Elizabeth Mariam
			# Aramaic Names
			Adva Alya Anena Anina Bustan Chanina Chasina Chayuta China Chiyuta
			Dikla Diklah Diklit Duvsha Hanina Hasna Hayuta Hina Ketina Kitra
			Magdala Mahalia Mahalie Marfa Mariam Marta Marte Martha Marthe Marti
			Martita Mehalia Meiriona Meirona Morta Nahara Nura Raz Reuma
			Saba Sabah Samantha Sameah Samee Sameea Samiya Samiyah Samiyya Samya Sava Shapira Sima
			Tabatha Tabby Tabetha Tabitha Tadea Talia Taliah Talya Talitha
			Tam Tamasin Tami Tammy Tamsin Tamsyn Tamzin Thaddea Thomasa
			Zeita Zeta
			# Zhangzhung Names
			Atak Ataklumo Atakmo Ba Batsame Bumtsho Cha Changmo Chatsame Chukmo Dangra
			Drangma Drablai Dronglek Duk Duktsuk Dzomo Gyi Gyichangmo Gyilumo Gyitsame Kering Khyungza Kyinam Kyidagi
			Kyukma Lekyi Lhogyal Liwer Lumo Magyal Menchung Mewar Molha Mracham Nangze Neuchung Nyakchikma
			Ongma Ringtsun Semarkar Shenza Silema Takber Takliwer Ting Tingber Tinglumo Tingtsame Trakthung
			Tsa Tsadagi Tsame Tsatsame Tshogyal Trinyen Yid Yidongma Yum Yumtsame Yuyi Zamatok Zangza Zazu
			# Khanty Names
			Anava Ashava Asrava Avya Azra-Va Chechama Chenksa Cherava Chichayka Chindyapa Chindyayka Chinzhay Chitska Elyuva Inyava Kanyava Kanyuva
			Kirdyava Kunava Kunyavka Litava Liyava Mazava Megurka Mel_shay Nezayka Nulzyava Nyal_ka Nyayka Nyumina Nyv Olota Ordava Oshama O_shkamO_shka Parava Pekshayka
			Pemka Pokshava Poshayka Potekay Potyava Putyayka Ravzhava Rayda Ruzava Sanal_ka Sangasa Sernyava Serzhay Setyamka Seyamka Shochynava Shonzhava
			Shukshtoroyka Sinyava Siyamka Slyugan_ka Sochava Styaka Syryava Tatka Tekay Tetyava Tikshayka Toyaksha Tundava Tundya Unzhutka Upurga
			Utyayka Valdava Vergava Vezhav Vidyava Virtyava Yalgava YugO_rka
			# Laktan Names
			Chichek Chilen Chiltanesi O_zgul O_zlem Akgul Asli Ayasun Ayten BozC_in Dilek Esin Gulchichek Gulay Gunduz Gundes Gunes Ilkay Ipek Ipekel Irge
